pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,target_pressure,flow
0.03703703703703698,0.1360946745562135,0.06451612903225801,1.0,-1.0,-0.6106194690265507,-0.4827586206896548,-1.0,0.14606741573033766,-1.0,-0.9584021722311787
0.03703703703703698,0.1360946745562135,0.043010752688172005,1.0,-1.0,-0.5988200589970516,-0.428312159709618,-1.0,0.13483146067415763,-1.0,-0.9560961731396026
0.03703703703703698,0.1005917159763321,0.043010752688172005,1.0,-1.0,-0.5968534906588019,-0.428312159709618,-1.0,0.10112359550561845,-1.0,-0.9566751685825092
0.03703703703703698,0.12426035502958577,0.053763440860215006,1.0,-1.0,-0.6106194690265507,-0.45916515426497195,-1.0,0.10112359550561845,-1.0,-0.9630241530943812
0.03703703703703698,0.11242603550295893,0.053763440860215006,1.0,-1.0,-0.6066863323500504,-0.43012704174228666,-1.0,0.11235955056179847,-1.0,-0.9641821439801942
0.03703703703703698,0.11242603550295893,0.06451612903225801,1.0,-1.0,-0.6007866273353004,-0.43920145190562554,-1.0,0.12359550561797761,-1.0,-0.9653401348660073
0.03703703703703698,0.1005917159763321,0.06451612903225801,1.0,-1.0,-0.6066863323500504,-0.45190562613430085,-1.0,0.11235955056179847,-1.0,-0.9653401348660073
0.03703703703703698,0.1005917159763321,0.043010752688172005,1.0,-1.0,-0.5988200589970516,-0.4355716878402909,-1.0,0.11235955056179847,-1.0,-0.9705311284920661
0.03703703703703698,0.11242603550295893,0.053763440860215006,1.0,-1.0,-0.5968534906588019,-0.4482758620689662,-1.0,0.12359550561797761,-1.0,-0.9716891193778792
0.03703703703703698,0.11242603550295893,0.043010752688172005,1.0,-1.0,-0.5988200589970516,-0.4410163339382933,-1.0,0.11235955056179847,-1.0,-0.9763111002410816
0.03703703703703698,0.1005917159763321,0.053763440860215006,1.0,-1.0,-0.6027531956735519,-0.4083484573502716,-1.0,0.08988764044943842,-1.0,-0.9740051011495054
0.03703703703703698,0.1005917159763321,0.053763440860215006,1.0,-1.0,-0.5988200589970516,-0.45916515426497195,-1.0,0.10112359550561845,-1.0,-0.9751531093552684
0.03703703703703698,0.1005917159763321,0.07526881720430101,1.0,-1.0,-0.6007866273353004,-0.44464609800362975,-1.0,0.12359550561797761,-1.0,-0.974584096592412
0.03703703703703698,0.11242603550295893,0.08602150537634401,1.0,-1.0,-0.6047197640118007,-0.43920145190562554,-1.0,0.12359550561797761,-1.0,-0.9757321047981751
0.03703703703703698,0.11242603550295893,0.053763440860215006,1.0,-1.0,-0.5929203539823016,-0.4264972776769502,-1.0,0.11235955056179847,-1.0,-0.9780480865698012
0.03703703703703698,0.1005917159763321,0.07526881720430101,1.0,-1.0,-0.6027531956735519,-0.43194192377495444,-1.0,0.10112359550561845,-1.0,-0.9786270820127079
0.03703703703703698,0.12426035502958577,0.06451612903225801,1.0,-1.0,-0.6027531956735519,-0.42468239564428334,-1.0,0.11235955056179847,-1.0,-0.988440056501969
0.03703703703703698,0.11242603550295893,0.06451612903225801,1.0,-1.0,-0.6047197640118007,-0.4410163339382933,-1.0,0.11235955056179847,-1.0,-0.9930620373651713
0.03703703703703698,0.1005917159763321,0.06451612903225801,1.0,-1.0,-0.6007866273353004,-0.442831215970962,-1.0,0.10112359550561845,-1.0,-0.9971050227854671
0.03703703703703698,0.11242603550295893,0.07526881720430101,1.0,-1.0,-0.6027531956735519,-0.428312159709618,-1.0,0.11235955056179847,-1.0,-0.9999999999999999
0.03703703703703698,0.1005917159763321,0.06451612903225801,1.0,-1.0,-0.6027531956735519,-0.4264972776769502,-1.0,0.10112359550561845,-1.0,-0.9971050227854671
0.03703703703703698,0.1005917159763321,0.053763440860215006,1.0,-1.0,-0.6066863323500504,-0.43920145190562554,-1.0,0.11235955056179847,-1.0,-0.9999999999999999
0.03703703703703698,0.11242603550295893,0.06451612903225801,1.0,-1.0,-0.6086529006882992,-0.42468239564428334,-1.0,0.11235955056179847,-1.0,-0.9994210045570934
0.03703703703703698,0.08875739644970437,0.043010752688172005,1.0,-1.0,-0.6145526057030493,-0.44464609800362975,-1.0,0.10112359550561845,-1.0,-0.9913350337165018
0.03703703703703698,0.1005917159763321,0.06451612903225801,1.0,-1.0,-0.6322517207472975,-0.45190562613430085,-1.0,0.10112359550561845,-1.0,-0.988440056501969
0.03703703703703698,0.1005917159763321,0.07526881720430101,1.0,-1.0,-0.6263520157325484,-0.4627949183303084,-1.0,0.11235955056179847,-1.0,-0.9913350337165018
0.03703703703703698,0.12426035502958577,0.06451612903225801,1.0,-1.0,-0.6204523107177984,-0.43920145190562554,-1.0,0.10112359550561845,-1.0,-0.9901770428306885
0.03703703703703698,0.08875739644970437,0.043010752688172005,1.0,-1.0,-0.6302851524090469,-0.43920145190562554,-1.0,0.10112359550561845,-1.0,-0.988440056501969
0.03703703703703698,0.1360946745562135,0.08602150537634401,1.0,-1.0,-0.6283185840707972,-0.4809437386569879,-1.0,0.13483146067415763,-1.0,-0.9901770428306885
0.03703703703703698,0.08875739644970437,0.06451612903225801,1.0,-1.0,-0.5988200589970516,-0.4210526315789469,-1.0,0.13483146067415763,-1.0,-0.9838180756387666
0.03703703703703698,0.08875739644970437,0.032258064516129004,1.0,-1.0,-0.6302851524090469,-0.42468239564428334,-1.0,0.08988764044943842,-1.0,-0.9843970710816732
0.03703703703703698,0.11242603550295893,0.07526881720430101,1.0,-1.0,-0.6283185840707972,-0.4682395644283126,-1.0,0.12359550561797761,-1.0,-0.9815120765471905
