pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,target_pressure,flow
0.442,0.444,0.015,0.013,44.92,45.27,0.01,0.01,0.42,0.42,2143.52
0.446,0.444,0.015,0.013,44.95,45.31,0.01,0.01,0.421,0.42,2144.1
0.444,0.444,0.015,0.013,44.9,45.29,0.01,0.01,0.42,0.42,2144.68
0.445,0.445,0.015,0.013,44.95,45.31,0.01,0.01,0.42,0.42,2144.1
0.444,0.444,0.015,0.013,44.95,45.3,0.01,0.01,0.42,0.42,2145.83
0.443,0.444,0.015,0.013,44.89,45.29,0.01,0.01,0.42,0.42,2137.15
0.444,0.444,0.015,0.013,44.98,45.3,0.01,0.01,0.419,0.42,2137.15
0.444,0.445,0.015,0.013,44.86,45.29,0.01,0.01,0.42,0.42,2134.26
0.444,0.443,0.015,0.013,44.94,45.29,0.01,0.01,0.42,0.42,2132.52
0.444,0.444,0.015,0.013,44.95,45.29,0.01,0.01,0.42,0.42,2149.88
0.446,0.445,0.015,0.013,44.9,45.3,0.01,0.01,0.421,0.42,2149.31
0.443,0.444,0.015,0.013,44.86,45.31,0.01,0.01,0.419,0.42,2156.83
0.445,0.444,0.015,0.013,44.98,45.29,0.01,0.01,0.419,0.42,2151.62
0.444,0.445,0.015,0.013,44.89,45.31,0.01,0.01,0.421,0.42,2150.46
0.445,0.445,0.015,0.013,44.93,45.27,0.01,0.01,0.42,0.42,2155.67
0.444,0.444,0.015,0.013,44.88,45.27,0.01,0.01,0.419,0.42,2137.15
0.444,0.443,0.015,0.013,45.01,45.3,0.01,0.01,0.42,0.42,2137.73
0.444,0.443,0.015,0.013,44.89,45.27,0.01,0.01,0.419,0.42,2138.31
0.443,0.442,0.015,0.013,44.95,45.25,0.01,0.01,0.42,0.42,2133.1
0.445,0.444,0.015,0.013,44.8,45.27,0.01,0.01,0.421,0.42,2137.73
0.443,0.444,0.015,0.013,44.92,45.27,0.01,0.01,0.421,0.42,2141.78
0.444,0.444,0.015,0.013,44.86,45.27,0.01,0.01,0.421,0.42,2140.05
0.445,0.443,0.015,0.013,44.97,45.27,0.01,0.01,0.42,0.42,2144.1
0.445,0.444,0.015,0.013,44.9,45.27,0.01,0.01,0.42,0.42,2138.31
0.444,0.444,0.015,0.013,44.91,45.27,0.01,0.01,0.42,0.42,2138.31
