pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,target_pressure,flow
1.0,-0.875,-1.0,1.0,1.0,-0.9795918367346932,-0.9491255961844214,1.0,-0.625,-1.0,-0.9878653372641246
1.0,-0.75,-0.875,1.0,1.0,-0.9795918367346932,-0.9586645468998434,1.0,-0.625,-1.0,-0.9872249274018128
1.0,-0.875,-1.0,1.0,1.0,-0.9795918367346932,-0.9936406995230538,1.0,-0.625,-1.0,-0.9872249274018128
1.0,-0.625,-0.75,1.0,1.0,-0.9965986394557831,-0.9332273449920514,1.0,-0.625,-1.0,-0.9808318703280443
1.0,-1.0,-1.0,1.0,-1.0,-0.9931972789115662,-0.9491255961844214,-1.0,-0.75,-1.0,-0.9808318703280443
1.0,-0.625,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.75,-1.0,-0.9763600428412111
1.0,-0.75,-0.75,1.0,-1.0,-0.9761904761904763,-0.9650238473767896,-1.0,-0.5,-1.0,-0.9699780273167928
1.0,-0.875,-1.0,1.0,-1.0,-0.9693877551020424,-0.9491255961844214,-1.0,-0.625,-1.0,-0.9623041505184005
1.0,-0.875,-1.0,1.0,-1.0,-0.9795918367346932,-0.9586645468998434,-1.0,-0.625,-1.0,-0.9546413152693585
1.0,-0.875,-1.0,1.0,-1.0,-0.965986394557822,-0.9205087440381572,-1.0,-0.625,-1.0,-0.9501694877825253
1.0,-0.875,-0.875,1.0,-1.0,-0.9761904761904763,-0.9872813990461058,-1.0,-0.75,-1.0,-0.9463270286086543
1.0,-0.875,-0.875,1.0,1.0,-0.9795918367346932,-0.9777424483306838,1.0,-0.625,-1.0,-0.9552817251316703
1.0,-0.75,-0.75,1.0,1.0,-0.9795918367346932,-0.9586645468998434,1.0,-0.625,-1.0,-0.9667759780052336
1.0,-0.875,-1.0,1.0,1.0,-0.9795918367346932,-0.9682034976152618,1.0,-0.625,-1.0,-0.982112690052668
1.0,-0.75,-1.0,1.0,1.0,-0.9727891156462594,-0.9300476947535774,1.0,-0.625,-1.0,-0.9936179844755815
1.0,-0.875,-1.0,1.0,-1.0,-0.9727891156462594,-0.9459459459459456,-1.0,-0.75,-1.0,-0.9948877626508548
1.0,-0.875,-1.0,1.0,1.0,-0.9795918367346932,-0.9586645468998434,1.0,-0.5,-1.0,-0.9999999999999998
1.0,-0.75,-1.0,1.0,-1.0,-0.9693877551020424,-0.9745627980922116,-1.0,-0.5,-1.0,-0.9833935097772917
1.0,-0.75,-0.875,1.0,-1.0,-0.9727891156462594,-0.9427662957074734,-1.0,-0.625,-1.0,-0.9865845175395007
1.0,-0.75,-0.75,1.0,-1.0,-0.9795918367346932,-0.9682034976152618,-1.0,-0.625,-1.0,-0.9814722801903561
1.0,-0.875,-1.0,1.0,-1.0,-0.9727891156462594,-0.9523052464228954,-1.0,-0.625,-1.0,-0.9833935097772917
1.0,-0.875,-0.875,1.0,1.0,-0.9727891156462594,-0.9586645468998434,1.0,-0.625,-1.0,-0.9795620921527706
1.0,-0.875,-1.0,1.0,-1.0,-0.9727891156462594,-0.9332273449920514,-1.0,-0.625,-1.0,-0.978921682290459
1.0,-0.875,-1.0,1.0,1.0,-0.9795918367346932,-0.9523052464228954,1.0,-0.75,-1.0,-0.9808318703280443
1.0,-0.875,-0.75,1.0,1.0,-0.9693877551020424,-0.9523052464228954,1.0,-0.625,-1.0,-0.9865845175395007
1.0,-0.875,-1.0,1.0,1.0,-0.9795918367346932,-0.9586645468998434,1.0,-0.75,-1.0,-0.9878653372641246
1.0,-0.75,-1.0,1.0,1.0,-0.9693877551020424,-0.9523052464228954,1.0,-0.5,-1.0,-0.9814722801903561
1.0,-0.75,-0.75,1.0,1.0,-0.9693877551020424,-0.9300476947535774,1.0,-0.625,-1.0,-0.977640862565835
1.0,-0.75,-0.75,1.0,1.0,-0.9693877551020424,-0.9491255961844214,1.0,-0.625,-1.0,-0.9770004527035232
1.0,-0.875,-0.875,1.0,-1.0,-0.9693877551020424,-0.9236883942766294,-1.0,-0.75,-1.0,-0.9712478054920664
1.0,-0.75,-0.875,1.0,1.0,-0.9795918367346932,-0.9491255961844214,1.0,-0.5,-1.0,-0.9546413152693585
1.0,-0.75,-0.875,1.0,-1.0,-0.9693877551020424,-0.9618441971383156,-1.0,-0.625,-1.0,-0.951439265957799
1.0,-0.75,-0.875,1.0,1.0,-0.9693877551020424,-0.9491255961844214,1.0,-0.625,-1.0,-0.9424956109841331
