pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,target_pressure,flow
0.011,0.325,0.325,0.01,0.02,39.82,38.51,0,0.3,0.3,1923.61
0.011,0.324,0.326,0.01,0.02,39.82,38.49,0,0.3,0.3,1914.93
0.011,0.325,0.325,0.01,0.02,39.8,38.55,0,0.3,0.3,1922.45
0.011,0.324,0.325,0.01,0.02,39.83,38.5,0,0.3,0.3,1923.61
0.011,0.324,0.326,0.01,0.02,39.82,38.53,0,0.3,0.3,1926.5
0.011,0.325,0.325,0.01,0.02,39.81,38.47,0,0.3,0.3,1936.34
0.011,0.325,0.325,0.01,0.02,39.81,38.52,0,0.3,0.3,1928.24
0.011,0.325,0.326,0.01,0.02,39.82,38.48,0,0.3,0.3,1928.24
0.011,0.325,0.325,0.01,0.02,39.75,38.49,0,0.299,0.3,1908.56
0.011,0.324,0.325,0.01,0.02,39.74,38.47,0,0.3,0.3,1917.82
0.011,0.323,0.324,0.01,0.02,39.75,38.52,0,0.3,0.3,1909.72
0.011,0.324,0.325,0.01,0.02,39.73,38.49,0,0.299,0.3,1909.14
0.011,0.325,0.326,0.01,0.02,39.74,38.42,0,0.3,0.3,1898.73
0.011,0.324,0.325,0.01,0.02,39.74,38.47,0,0.3,0.3,1901.62
0.011,0.324,0.325,0.01,0.02,39.74,38.51,0,0.299,0.3,1889.47
0.011,0.323,0.325,0.01,0.02,39.67,38.4,0,0.299,0.3,1887.15
0.011,0.324,0.325,0.01,0.02,39.67,38.4,0,0.3,0.3,1886.0
0.011,0.324,0.325,0.01,0.02,39.67,38.4,0,0.299,0.3,1879.05
0.011,0.324,0.325,0.01,0.02,39.64,38.42,0,0.299,0.3,1882.52
0.011,0.324,0.324,0.01,0.02,39.65,38.3,0,0.299,0.3,1882.52
0.011,0.324,0.324,0.01,0.02,39.65,38.37,0,0.3,0.3,1883.1
0.011,0.323,0.325,0.01,0.02,39.64,38.36,0,0.3,0.3,1876.16
0.011,0.324,0.324,0.01,0.02,39.64,38.34,0,0.3,0.3,1873.26
0.011,0.323,0.325,0.01,0.02,39.64,38.36,0,0.301,0.3,1866.32
0.011,0.325,0.325,0.01,0.02,39.61,38.4,0,0.3,0.3,1857.64
0.011,0.323,0.325,0.01,0.02,39.57,38.3,0,0.299,0.3,1854.17
0.011,0.324,0.325,0.01,0.02,39.58,38.26,0,0.3,0.3,1853.59
0.011,0.323,0.325,0.01,0.02,39.57,38.3,0,0.299,0.3,1861.69
0.011,0.323,0.325,0.01,0.02,39.55,38.25,0,0.299,0.3,1868.06
0.011,0.324,0.324,0.01,0.02,39.54,38.27,0,0.3,0.3,1872.69
0.011,0.324,0.326,0.01,0.02,39.55,38.26,0,0.3,0.3,1866.9
0.011,0.324,0.324,0.01,0.02,39.5,38.29,0,0.299,0.3,1867.48
0.011,0.323,0.325,0.01,0.02,39.48,38.21,0,0.3,0.3,1862.27
0.011,0.323,0.324,0.01,0.02,39.47,38.24,0,0.299,0.3,1839.12
0.011,0.323,0.324,0.01,0.02,39.46,38.2,0,0.299,0.3,1831.02
0.011,0.322,0.324,0.01,0.02,39.45,38.19,0,0.3,0.3,1819.44
0.011,0.324,0.325,0.01,0.02,39.45,38.21,0,0.299,0.3,1809.03
0.011,0.323,0.324,0.01,0.02,39.42,38.18,0,0.299,0.3,1795.72
0.011,0.324,0.325,0.01,0.02,39.41,38.1,0,0.299,0.3,1789.35
0.011,0.323,0.325,0.01,0.02,39.41,38.14,0,0.3,0.3,1780.67
0.011,0.322,0.324,0.01,0.02,39.4,38.14,0,0.299,0.3,1772.57
0.011,0.323,0.324,0.01,0.02,39.39,38.04,0,0.299,0.3,1769.1
0.011,0.323,0.325,0.01,0.02,39.39,38.11,0,0.3,0.3,1773.15
0.011,0.322,0.324,0.01,0.02,39.33,38.06,0,0.299,0.3,1776.62
0.011,0.323,0.324,0.01,0.02,39.33,37.97,0,0.3,0.3,1776.04
0.011,0.323,0.324,0.01,0.02,39.33,38.02,0,0.3,0.3,1774.88
0.011,0.322,0.324,0.01,0.02,39.28,38.03,0,0.299,0.3,1769.68
0.011,0.323,0.324,0.01,0.02,39.28,37.94,0,0.299,0.3,1762.73
0.011,0.323,0.324,0.01,0.02,39.26,37.95,0,0.3,0.3,1757.52
0.011,0.323,0.324,0.01,0.02,39.24,37.97,0,0.299,0.3,1750.58
0.011,0.323,0.325,0.01,0.02,39.23,37.94,0,0.299,0.3,1742.48
0.011,0.321,0.324,0.01,0.02,39.18,37.87,0,0.299,0.3,1737.85
0.011,0.323,0.325,0.01,0.02,39.19,37.85,0,0.3,0.3,1731.48
0.011,0.323,0.324,0.01,0.02,39.18,37.94,0,0.299,0.3,1730.32
0.011,0.323,0.324,0.01,0.02,39.12,37.82,0,0.299,0.3,1725.69
0.011,0.322,0.323,0.01,0.02,39.09,37.79,0,0.299,0.3,1716.44
0.011,0.323,0.324,0.01,0.02,39.1,37.81,0,0.3,0.3,1706.6
0.011,0.322,0.323,0.01,0.02,39.02,37.82,0,0.299,0.3,1693.87
0.011,0.322,0.323,0.01,0.02,39.02,37.7,0,0.298,0.3,1688.08
0.011,0.323,0.324,0.01,0.02,39.01,37.72,0,0.3,0.3,1675.35
0.011,0.322,0.323,0.01,0.02,39.0,37.65,0,0.299,0.3,1671.3
0.011,0.323,0.324,0.01,0.02,39.0,37.63,0,0.3,0.3,1668.4
0.011,0.323,0.325,0.01,0.02,39.0,37.67,0,0.3,0.3,1662.04
0.011,0.322,0.323,0.01,0.02,38.91,37.65,0,0.298,0.3,1649.31
0.011,0.322,0.323,0.01,0.02,38.9,37.67,0,0.299,0.3,1645.25
0.011,0.322,0.323,0.01,0.02,38.9,37.55,0,0.299,0.3,1640.63
0.011,0.322,0.324,0.01,0.02,38.9,37.57,0,0.3,0.3,1632.52
0.011,0.322,0.323,0.01,0.02,38.88,37.63,0,0.299,0.3,1626.74
0.011,0.321,0.323,0.01,0.02,38.78,37.55,0,0.298,0.3,1616.9
0.011,0.322,0.323,0.01,0.02,38.78,37.45,0,0.3,0.3,1610.53
0.011,0.322,0.323,0.01,0.02,38.77,37.46,0,0.3,0.3,1605.32
0.011,0.321,0.323,0.01,0.02,38.76,37.49,0,0.299,0.3,1606.48
0.011,0.322,0.324,0.01,0.02,38.74,37.36,0,0.299,0.3,1595.49
0.011,0.322,0.323,0.01,0.02,38.75,37.42,0,0.299,0.3,1590.28
0.011,0.322,0.324,0.01,0.02,38.73,37.42,0,0.299,0.3,1590.28
0.011,0.322,0.323,0.01,0.02,38.74,37.36,0,0.299,0.3,1587.38
0.011,0.321,0.323,0.01,0.02,38.73,37.4,0,0.299,0.3,1578.13
0.011,0.322,0.323,0.01,0.02,38.6,37.4,0,0.298,0.3,1571.76
0.011,0.321,0.322,0.01,0.02,38.59,37.22,0,0.3,0.3,1567.71
0.011,0.321,0.323,0.01,0.02,38.58,37.25,0,0.299,0.3,1561.92
0.011,0.321,0.322,0.01,0.02,38.58,37.25,0,0.299,0.3,1550.93
0.011,0.321,0.323,0.01,0.02,38.56,37.19,0,0.299,0.3,1541.09
0.011,0.321,0.323,0.01,0.02,38.55,37.21,0,0.299,0.3,1533.56
0.011,0.321,0.323,0.01,0.02,38.54,37.12,0,0.3,0.3,1511.0
0.011,0.323,0.325,0.01,0.02,38.54,37.24,0,0.3,0.3,1508.68
0.011,0.321,0.323,0.01,0.02,38.54,37.22,0,0.299,0.3,1508.68
0.011,0.321,0.322,0.01,0.02,38.44,37.17,0,0.298,0.3,1506.37
0.011,0.321,0.323,0.01,0.02,38.44,37.07,0,0.301,0.3,1521.41
0.011,0.321,0.322,0.01,0.02,38.44,37.05,0,0.3,0.3,1513.31
0.011,0.322,0.324,0.01,0.02,38.45,37.08,0,0.3,0.3,1521.41
0.011,0.323,0.324,0.01,0.02,38.44,37.05,0,0.3,0.3,1521.99
0.011,0.322,0.323,0.01,0.02,38.44,37.02,0,0.3,0.3,1521.99
0.011,0.323,0.324,0.01,0.02,38.44,37.06,0,0.301,0.3,1517.36
0.011,0.321,0.324,0.01,0.02,38.44,37.1,0,0.3,0.3,1512.73
0.011,0.322,0.323,0.01,0.02,38.44,37.07,0,0.299,0.3,1510.42
0.011,0.323,0.324,0.01,0.02,38.42,37.04,0,0.301,0.3,1510.42
0.011,0.323,0.324,0.01,0.02,38.45,37.16,0,0.3,0.3,1517.36
0.011,0.321,0.323,0.01,0.02,38.44,37.06,0,0.299,0.3,1520.83
0.011,0.322,0.323,0.01,0.02,38.45,37.03,0,0.3,0.3,1526.04
0.011,0.322,0.324,0.01,0.02,38.45,37.07,0,0.3,0.3,1526.04
0.011,0.322,0.324,0.01,0.02,38.44,37.02,0,0.3,0.3,1529.51
0.011,0.323,0.323,0.01,0.02,38.47,37.09,0,0.3,0.3,1526.62
0.011,0.322,0.324,0.01,0.02,38.47,37.02,0,0.3,0.3,1519.1
0.011,0.323,0.324,0.01,0.02,38.47,37.05,0,0.3,0.3,1516.2
0.011,0.322,0.324,0.01,0.02,38.45,37.1,0,0.3,0.3,1513.31
0.011,0.322,0.323,0.01,0.02,38.47,36.99,0,0.3,0.3,1516.2
0.011,0.323,0.325,0.01,0.02,38.47,36.97,0,0.301,0.3,1518.52
0.011,0.323,0.323,0.01,0.02,38.49,37.07,0,0.301,0.3,1517.94
0.011,0.321,0.322,0.01,0.02,38.45,37.17,0,0.299,0.3,1522.57
0.011,0.321,0.324,0.01,0.02,38.44,36.95,0,0.3,0.3,1527.2
0.011,0.322,0.324,0.01,0.02,38.47,37.14,0,0.301,0.3,1531.25
0.011,0.322,0.323,0.01,0.02,38.47,37.07,0,0.3,0.3,1529.51
0.011,0.323,0.324,0.01,0.02,38.47,37.12,0,0.301,0.3,1529.51
0.011,0.322,0.323,0.01,0.02,38.47,37.12,0,0.3,0.3,1524.88
