pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,sum_pressure,target_pressure,flow,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency
0.48148148148148096,0.45454545454545325,-1.0,-1.0,-0.15384615384615685,-0.9999999999999999,1.0000000000000009,0.9863013698630123,0.9915789473684242,-1.0,-1.0
0.7037037037037024,0.5454545454545467,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9965753424657517,0.9915789473684242,-1.0,-1.0
0.6296296296296262,0.45454545454545325,-1.0,-1.0,-0.0769230769230802,-0.9999999999999999,1.0000000000000009,0.9794520547945194,0.9915789473684242,-1.0,-1.0
0.6296296296296262,0.5454545454545467,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9999999999999982,0.9957894736842121,1.0,-1.0
0.55555555555555,0.45454545454545325,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9760273972602729,0.9957894736842121,-1.0,-1.0
0.7777777777777715,0.45454545454545325,-1.0,-1.0,0.0769230769230731,-0.9999999999999999,1.0000000000000009,0.9760273972602729,0.9957894736842121,1.0,-1.0
0.6296296296296262,0.5454545454545467,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9589041095890405,0.9915789473684242,-1.0,-1.0
0.6296296296296262,0.6363636363636331,-1.0,-1.0,-0.0769230769230802,-0.9999999999999999,1.0000000000000009,0.962328767123287,0.9957894736842121,1.0,-1.0
0.6296296296296262,0.6363636363636331,-1.0,-1.0,-0.0769230769230802,-0.9999999999999999,1.0000000000000009,0.9931506849315053,0.9957894736842121,-1.0,-1.0
0.7037037037037024,0.6363636363636331,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9657534246575334,0.9957894736842121,1.0,-1.0
0.55555555555555,0.5454545454545467,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9520547945205475,0.9957894736842121,1.0,-1.0
0.6296296296296262,0.6363636363636331,-1.0,-1.0,0.0769230769230731,-0.9999999999999999,1.0000000000000009,0.9657534246575334,1.0,1.0,-1.0
0.6296296296296262,0.7272727272727266,-1.0,-1.0,0.0769230769230731,-0.9999999999999999,1.0000000000000009,0.9349315068493151,0.9915789473684242,1.0,-1.0
0.55555555555555,0.6363636363636331,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9349315068493151,0.9957894736842121,1.0,-1.0
0.6296296296296262,0.5454545454545467,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.955479452054794,0.9957894736842121,1.0,-1.0
0.6296296296296262,0.6363636363636331,-1.0,-1.0,0.0769230769230731,-0.9999999999999999,1.0000000000000009,0.9452054794520546,0.9957894736842121,1.0,-1.0
0.7037037037037024,0.7272727272727266,-1.0,-1.0,0.0769230769230731,-0.9999999999999999,1.0000000000000009,0.9349315068493151,0.9831578947368449,-1.0,-1.0
0.7037037037037024,0.6363636363636331,-1.0,-1.0,-3.552713678800501e-15,-0.9999999999999999,1.0000000000000009,0.9520547945205475,0.9831578947368449,-1.0,-1.0
0.7037037037037024,0.7272727272727266,-1.0,-1.0,0.0769230769230731,-0.9999999999999999,1.0000000000000009,0.9315068493150651,0.9873684210526363,-1.0,-1.0
