pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,target_pressure,flow
0.013,0.434,0.438,0.012,0.02,44.62,44.48,0.02,0.41,0.41,2006.94
0.013,0.434,0.438,0.012,0.02,44.62,44.43,0.02,0.41,0.41,2009.26
0.013,0.434,0.438,0.012,0.02,44.63,44.49,0.02,0.41,0.41,2012.73
0.013,0.434,0.438,0.012,0.02,44.62,44.45,0.02,0.41,0.41,2013.89
0.013,0.434,0.438,0.012,0.02,44.62,44.44,0.02,0.41,0.41,2012.73
0.013,0.433,0.437,0.012,0.02,44.59,44.53,0.02,0.409,0.41,2015.63
0.013,0.433,0.437,0.012,0.02,44.59,44.37,0.02,0.41,0.41,2018.52
0.013,0.434,0.436,0.012,0.02,44.61,44.41,0.02,0.41,0.41,2017.94
0.013,0.434,0.437,0.012,0.02,44.61,44.47,0.02,0.409,0.41,2007.52
0.013,0.434,0.436,0.012,0.02,44.57,44.4,0.02,0.409,0.41,2001.16
0.013,0.433,0.438,0.012,0.02,44.57,44.39,0.02,0.41,0.41,2002.31
0.013,0.434,0.438,0.012,0.02,44.56,44.33,0.02,0.411,0.41,2007.52
0.013,0.433,0.436,0.012,0.02,44.57,44.44,0.02,0.409,0.41,2012.15
0.013,0.434,0.436,0.012,0.02,44.57,44.32,0.02,0.409,0.41,2014.47
0.013,0.434,0.437,0.012,0.02,44.57,44.39,0.02,0.411,0.41,2017.36
0.013,0.434,0.437,0.012,0.02,44.57,44.35,0.02,0.41,0.41,2018.52
0.013,0.433,0.436,0.012,0.02,44.58,44.44,0.02,0.409,0.41,2024.31
0.013,0.434,0.437,0.012,0.02,44.57,44.35,0.02,0.411,0.41,2018.52
0.013,0.432,0.435,0.012,0.02,44.59,44.44,0.02,0.409,0.41,2017.36
0.013,0.434,0.435,0.012,0.02,44.59,44.39,0.02,0.41,0.41,2017.94
0.013,0.435,0.436,0.012,0.02,44.57,44.44,0.02,0.411,0.41,2021.99
0.013,0.434,0.437,0.012,0.02,44.59,44.45,0.02,0.41,0.41,2034.14
0.013,0.434,0.438,0.012,0.02,44.58,44.44,0.02,0.41,0.41,2039.35
0.013,0.434,0.437,0.012,0.02,44.59,44.4,0.02,0.41,0.41,2047.45
0.013,0.434,0.437,0.012,0.02,44.61,44.43,0.02,0.41,0.41,2047.45
0.013,0.434,0.436,0.012,0.02,44.62,44.43,0.02,0.41,0.41,2047.45
0.013,0.434,0.436,0.012,0.02,44.61,44.38,0.02,0.41,0.41,2043.4
0.013,0.433,0.437,0.012,0.02,44.62,44.37,0.02,0.41,0.41,2039.35
0.013,0.435,0.437,0.012,0.02,44.62,44.42,0.02,0.41,0.41,2037.62
0.013,0.434,0.437,0.012,0.02,44.64,44.42,0.02,0.41,0.41,2031.25
0.013,0.434,0.436,0.012,0.02,44.62,44.47,0.02,0.411,0.41,2025.46
0.013,0.434,0.436,0.012,0.02,44.6,44.51,0.02,0.409,0.41,2024.88
0.013,0.433,0.436,0.012,0.02,44.59,44.37,0.02,0.409,0.41,2032.41
0.013,0.434,0.436,0.012,0.02,44.58,44.49,0.02,0.41,0.41,2039.35
0.013,0.434,0.437,0.012,0.02,44.58,44.44,0.02,0.41,0.41,2043.98
0.013,0.435,0.438,0.012,0.02,44.59,44.45,0.02,0.41,0.41,2044.56
0.013,0.434,0.438,0.012,0.02,44.59,44.47,0.02,0.41,0.41,2048.61
0.013,0.434,0.437,0.012,0.02,44.6,44.41,0.02,0.41,0.41,2049.19
0.013,0.433,0.437,0.012,0.02,44.59,44.45,0.02,0.41,0.41,2045.14
0.013,0.433,0.437,0.012,0.02,44.6,44.42,0.02,0.409,0.41,2039.93
0.013,0.434,0.438,0.012,0.02,44.57,44.39,0.02,0.41,0.41,2034.72
0.013,0.434,0.437,0.012,0.02,44.58,44.4,0.02,0.41,0.41,2031.83
0.013,0.434,0.438,0.012,0.02,44.6,44.42,0.02,0.41,0.41,2026.04
0.013,0.434,0.437,0.012,0.02,44.62,44.44,0.02,0.41,0.41,2025.46
0.013,0.433,0.437,0.012,0.02,44.59,44.4,0.02,0.41,0.41,2026.62
0.013,0.433,0.437,0.012,0.02,44.61,44.42,0.02,0.41,0.41,2032.41
0.013,0.435,0.436,0.012,0.02,44.62,44.38,0.02,0.411,0.41,2033.56
0.013,0.433,0.436,0.012,0.02,44.62,44.44,0.02,0.41,0.41,2033.56
0.013,0.434,0.434,0.012,0.02,44.61,44.36,0.02,0.41,0.41,2036.46
0.013,0.434,0.438,0.012,0.02,44.64,44.57,0.02,0.411,0.41,2036.46
0.013,0.433,0.436,0.012,0.02,44.62,44.49,0.02,0.409,0.41,2035.3
0.013,0.435,0.438,0.012,0.02,44.63,44.39,0.02,0.411,0.41,2034.14
0.013,0.434,0.436,0.012,0.02,44.64,44.57,0.02,0.411,0.41,2034.14
0.013,0.434,0.437,0.012,0.02,44.64,44.53,0.02,0.409,0.41,2038.19
0.013,0.434,0.438,0.012,0.02,44.61,44.56,0.02,0.409,0.41,2035.88
0.013,0.434,0.437,0.012,0.02,44.59,44.47,0.02,0.41,0.41,2032.99
0.013,0.434,0.438,0.012,0.02,44.59,44.44,0.02,0.41,0.41,2031.83
0.013,0.434,0.437,0.012,0.02,44.58,44.44,0.02,0.41,0.41,2033.56
0.013,0.434,0.437,0.012,0.02,44.6,44.47,0.02,0.41,0.41,2027.2
0.013,0.433,0.437,0.012,0.02,44.6,44.46,0.02,0.41,0.41,2019.68
0.013,0.434,0.437,0.012,0.02,44.58,44.44,0.02,0.41,0.41,2020.25
0.013,0.434,0.437,0.012,0.02,44.59,44.47,0.02,0.41,0.41,2014.47
0.013,0.434,0.438,0.012,0.02,44.59,44.47,0.02,0.41,0.41,2017.94
0.013,0.434,0.438,0.012,0.02,44.61,44.42,0.02,0.41,0.41,2018.52
0.013,0.433,0.438,0.012,0.02,44.61,44.4,0.02,0.41,0.41,2019.1
0.013,0.434,0.438,0.012,0.02,44.61,44.41,0.02,0.41,0.41,2020.83
0.013,0.433,0.438,0.012,0.02,44.62,44.39,0.02,0.41,0.41,2023.15
0.013,0.434,0.438,0.012,0.02,44.62,44.37,0.02,0.411,0.41,2026.62
0.013,0.434,0.437,0.012,0.02,44.62,44.41,0.02,0.41,0.41,2033.56
0.013,0.433,0.437,0.012,0.02,44.62,44.44,0.02,0.41,0.41,2041.09
0.013,0.434,0.437,0.012,0.02,44.63,44.38,0.02,0.409,0.41,2041.67
0.013,0.434,0.438,0.012,0.02,44.63,44.45,0.02,0.41,0.41,2041.09
0.013,0.434,0.438,0.012,0.02,44.62,44.43,0.02,0.41,0.41,2041.67
0.013,0.434,0.437,0.012,0.02,44.63,44.42,0.02,0.411,0.41,2043.4
0.013,0.434,0.437,0.012,0.02,44.64,44.46,0.02,0.41,0.41,2036.46
0.013,0.434,0.435,0.012,0.02,44.63,44.43,0.02,0.41,0.41,2026.62
0.013,0.434,0.437,0.012,0.02,44.62,44.39,0.02,0.41,0.41,2015.05
0.013,0.434,0.437,0.012,0.02,44.62,44.47,0.02,0.41,0.41,2014.47
0.013,0.434,0.438,0.012,0.02,44.63,44.48,0.02,0.41,0.41,2016.78
0.013,0.434,0.436,0.012,0.02,44.61,44.46,0.02,0.409,0.41,2016.78
0.013,0.435,0.437,0.012,0.02,44.63,44.47,0.02,0.41,0.41,2027.2
0.013,0.434,0.435,0.012,0.02,44.63,44.51,0.02,0.409,0.41,2038.77
0.013,0.434,0.437,0.012,0.02,44.62,44.41,0.02,0.41,0.41,2043.4
0.013,0.434,0.437,0.012,0.02,44.63,44.39,0.02,0.41,0.41,2049.19
0.013,0.433,0.437,0.012,0.02,44.63,44.54,0.02,0.41,0.41,2049.19
0.013,0.433,0.437,0.012,0.02,44.62,44.47,0.02,0.409,0.41,2049.19
0.013,0.434,0.437,0.012,0.02,44.62,44.46,0.02,0.41,0.41,2048.03
0.013,0.434,0.437,0.012,0.02,44.62,44.47,0.02,0.41,0.41,2043.98
0.013,0.434,0.437,0.012,0.02,44.61,44.47,0.02,0.41,0.41,2032.99
0.013,0.434,0.437,0.012,0.02,44.61,44.42,0.02,0.41,0.41,2021.41
0.013,0.434,0.437,0.012,0.02,44.61,44.42,0.02,0.41,0.41,2024.31
0.013,0.434,0.437,0.012,0.02,44.61,44.44,0.02,0.41,0.41,2030.09
0.013,0.435,0.438,0.012,0.02,44.62,44.55,0.02,0.41,0.41,2032.41
