pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,sum_pressure,target_pressure,flow,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency
0.40740740740740833,1.0,-1.0,-1.0,1.0,-1.0,-0.6068376068376065,-0.9404255319148902,-0.4187192118226548,-1.0,-1.0
0.48148148148148096,0.3333333333333286,-1.0,-1.0,-0.20000000000000284,-1.0,-0.6068376068376065,-0.15744680851063464,-0.5960591133004911,1.0,-1.0
0.48148148148148096,0.3333333333333286,-1.0,-1.0,0.5999999999999943,-1.0,-0.6068376068376065,-0.21702127659573733,-0.4285714285714235,1.0,-1.0
0.5555555555555571,0.7777777777777857,-1.0,-1.0,0.7999999999999972,-1.0,-0.6068376068376065,-0.6170212765957359,-0.6354679802955658,-1.0,-1.0
0.11111111111111072,-0.3333333333333286,-1.0,-1.0,-0.20000000000000284,-1.0,-0.6068376068376065,-0.4893617021276526,-0.7339901477832456,1.0,-1.0
0.33333333333333215,0.11111111111111427,-1.0,-1.0,0.0,-1.0,-0.6068376068376065,-0.43829787234042783,-0.6847290640394093,-1.0,-1.0
0.11111111111111072,0.11111111111111427,-1.0,-1.0,0.0,-1.0,-0.6068376068376065,-0.6255319148936138,-0.6551724137931032,-1.0,-1.0
0.18518518518518334,-0.11111111111111427,-1.0,-1.0,-0.20000000000000284,-1.0,-0.6068376068376065,-0.6595744680851041,-0.6945812807881779,-1.0,-1.0
0.18518518518518334,0.11111111111111427,-1.0,-1.0,-0.20000000000000284,-1.0,-0.6068376068376065,-0.6851063829787236,-0.6945812807881779,1.0,-1.0
0.18518518518518334,-0.11111111111111427,-1.0,-1.0,-0.20000000000000284,-1.0,-0.6068376068376065,-0.7702127659574387,-0.7438423645320142,-1.0,-1.0
0.11111111111111072,-0.11111111111111427,-1.0,-1.0,-0.4000000000000057,-1.0,-0.6068376068376065,-0.7787234042553166,-0.75369458128079,1.0,-1.0
0.18518518518518334,-0.3333333333333286,-1.0,-1.0,-0.4000000000000057,-1.0,-0.6068376068376065,-0.7702127659574387,-0.783251231527089,1.0,-1.0
