pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,sum_pressure,target_pressure,flow,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency
-0.09090909090909349,-0.2142857142857224,1.0,-0.14285714285714235,-0.3793103448275872,-0.9999999999999999,-1.0,-0.4604651162790674,-0.450777202072544,-1.0,-1.0
0.0,-7.105427357601002e-15,1.0,0.028571428571424917,-0.3103448275862064,-0.9999999999999999,-1.0,-0.45116279069767273,-0.47150259067358036,-1.0,-1.0
-0.045454545454546746,-0.0714285714285765,1.0,0.028571428571424917,-0.3103448275862064,-0.9999999999999999,-1.0,-0.5441860465116264,-0.6062176165803166,-1.0,-1.0
0.0,-0.2142857142857224,1.0,-0.02857142857142847,-0.3793103448275872,-0.9999999999999999,-1.0,-0.5162790697674424,-0.5336787564766894,-1.0,-1.0
0.0,-0.1428571428571459,1.0,-0.08571428571428541,-0.24137931034482918,-0.9999999999999999,-1.0,-0.5720930232558175,-0.5336787564766894,-1.0,-1.0
0.045454545454543194,-0.0714285714285765,1.0,-0.08571428571428541,-0.24137931034482918,-0.9999999999999999,-1.0,-0.5162790697674424,-0.5233160621761712,-1.0,-1.0
-0.045454545454546746,-0.1428571428571459,1.0,-0.08571428571428541,-0.3103448275862064,-0.9999999999999999,-1.0,-0.5069767441860478,-0.5647668393782439,-1.0,-1.0
-0.045454545454546746,-0.0714285714285765,1.0,-0.08571428571428541,-0.3103448275862064,-0.9999999999999999,-1.0,-0.5348837209302317,-0.5751295336787621,-1.0,-1.0
-0.045454545454546746,-0.0714285714285765,1.0,0.028571428571424917,-0.24137931034482918,-0.9999999999999999,-1.0,-0.4790697674418638,-0.5025906735751349,-1.0,-1.0
0.0,-0.0714285714285765,1.0,-0.02857142857142847,-0.24137931034482918,-0.9999999999999999,-1.0,-0.6186046511627907,-0.5440414507772076,-1.0,-1.0
-0.09090909090909349,-0.2857142857142918,1.0,-0.1999999999999993,-0.3103448275862064,-0.9999999999999999,-1.0,-0.5627906976744157,-0.5025906735751349,-1.0,-1.0
-0.045454545454546746,-0.1428571428571459,1.0,-0.08571428571428541,-0.3103448275862064,-0.9999999999999999,-1.0,-0.497674418604646,-0.4922279792746167,-1.0,-1.0
-0.045454545454546746,-0.0714285714285765,1.0,-0.02857142857142847,-0.3103448275862064,-0.9999999999999999,-1.0,-0.5348837209302317,-0.5647668393782439,-1.0,-1.0
-0.045454545454546746,-0.1428571428571459,1.0,-0.14285714285714235,-0.3103448275862064,-0.9999999999999999,-1.0,-0.46976744186046915,-0.4196891191709895,-1.0,-1.0
-0.045454545454546746,-0.0714285714285765,1.0,-0.08571428571428541,-0.3103448275862064,-0.9999999999999999,-1.0,-0.5441860465116264,-0.5751295336787621,-1.0,-1.0
-0.1363636363636367,-0.2857142857142918,1.0,-0.08571428571428541,-0.3103448275862064,-0.9999999999999999,-1.0,-0.4418604651162781,-0.450777202072544,-1.0,-1.0
