pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,sum_pressure,target_pressure,flow,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency
0.17460317460317576,0.1612903225806459,1.0,1.0,0.016949152542371948,-0.9999999999999999,0.2621870882740449,-0.015452538631347323,0.024498886414253462,-1.0,-1.0
-0.015873015873015817,0.03225806451612989,1.0,1.0,0.016949152542371948,-0.9999999999999999,0.2621870882740449,-0.019867549668873608,0.02004454342984019,-1.0,-1.0
0.11111111111111249,0.0967741935483879,1.0,1.0,0.08474576271186329,-0.9999999999999999,0.2621870882740449,-0.07284768211920678,-0.042316258351892344,-1.0,-1.0
-0.015873015873015817,-0.032258064516128115,1.0,1.0,-0.0169491525423755,-0.9999999999999999,0.2621870882740449,-0.09933774834436804,-0.06013363028953478,-1.0,-1.0
-0.07936507936507908,-0.06451612903225801,1.0,1.0,-0.11864406779661252,-0.9999999999999999,0.2621870882740449,-0.0022075055187613657,0.042316258351892344,-1.0,-1.0
0.2063492063492074,0.19354838709677402,1.0,1.0,0.08474576271186329,-0.9999999999999999,0.2621870882740449,-0.05518763796909454,-0.00222717149220486,-1.0,-1.0
-0.015873015873015817,0.03225806451612989,1.0,1.0,0.016949152542371948,-0.9999999999999999,0.2621870882740449,-0.1258278145695364,-0.07349665924276039,-1.0,-1.0
-0.04761904761904745,-0.12903225806451601,1.0,1.0,-0.0169491525423755,-0.9999999999999999,0.2621870882740449,-0.02869757174392973,0.042316258351892344,-1.0,-1.0
0.11111111111111249,0.0967741935483879,1.0,1.0,0.08474576271186329,-0.9999999999999999,0.2621870882740449,0.0066225165562912025,0.046770601336302065,-1.0,-1.0
-0.04761904761904745,0.03225806451612989,1.0,1.0,0.08474576271186329,-0.9999999999999999,0.2621870882740449,-0.09492273730684175,-0.028953229398666736,-1.0,-1.0
-0.07936507936507908,-0.032258064516128115,1.0,1.0,-0.08474576271186685,-0.9999999999999999,0.2621870882740449,-0.0022075055187613657,0.08240534521157983,-1.0,-1.0
0.14285714285714413,0.1612903225806459,1.0,1.0,0.11864406779660897,-0.9999999999999999,0.2621870882740449,-0.07284768211920678,-0.006681514476614581,-1.0,-1.0
-0.11111111111111072,-0.06451612903225801,1.0,1.0,-0.08474576271186685,-0.9999999999999999,0.2621870882740449,-0.16114790286975378,-0.12694877505568058,-1.0,-1.0
-0.14285714285714235,-0.16129032258064413,1.0,1.0,-0.05084745762712117,-0.9999999999999999,0.2621870882740449,0.06843267108167694,0.10913140311803815,-1.0,-1.0
0.11111111111111249,0.0967741935483879,1.0,1.0,0.11864406779660897,-0.9999999999999999,0.2621870882740449,-0.04194260485651213,0.006681514476614581,-1.0,-1.0
-0.07936507936507908,-0.032258064516128115,1.0,1.0,0.016949152542371948,-0.9999999999999999,0.2621870882740449,-0.09933774834436804,-0.028953229398666736,-1.0,-1.0
-0.07936507936507908,-0.032258064516128115,1.0,1.0,-0.05084745762712117,-0.9999999999999999,0.2621870882740449,0.050772626931568254,0.06904231625835422,-1.0,-1.0
0.11111111111111249,0.03225806451612989,1.0,1.0,0.11864406779660897,-0.9999999999999999,0.2621870882740449,0.019867549668873608,0.07349665924276039,-1.0,-1.0
0.07936507936508086,-0.032258064516128115,1.0,1.0,0.08474576271186329,-0.9999999999999999,0.2621870882740449,-0.09492273730684175,-0.051224944320711785,-1.0,-1.0
-0.04761904761904745,0.0,1.0,1.0,-0.0169491525423755,-0.9999999999999999,0.2621870882740449,-0.015452538631347323,0.024498886414253462,-1.0,-1.0
0.07936507936508086,0.03225806451612989,1.0,1.0,0.08474576271186329,-0.9999999999999999,0.2621870882740449,0.01103752759382104,0.06904231625835422,-1.0,-1.0
-0.04761904761904745,0.06451612903225801,1.0,1.0,0.08474576271186329,-0.9999999999999999,0.2621870882740449,-0.10816777041942416,-0.0645879732739445,-1.0,-1.0
-0.04761904761904745,-0.032258064516128115,1.0,1.0,-0.05084745762712117,-0.9999999999999999,0.2621870882740449,-0.02869757174392973,0.02004454342984019,-1.0,-1.0
0.07936507936508086,0.0,1.0,1.0,0.05084745762711762,-0.9999999999999999,0.2621870882740449,-0.08609271523178919,-0.042316258351892344,-1.0,-1.0
-0.015873015873015817,-0.06451612903225801,1.0,1.0,-0.0169491525423755,-0.9999999999999999,0.2621870882740449,-0.10375275938189787,-0.00222717149220486,-1.0,-1.0
0.047619047619049226,0.03225806451612989,1.0,1.0,-0.0169491525423755,-0.9999999999999999,0.2621870882740449,-0.024282560706403444,0.024498886414253462,-1.0,-1.0
0.047619047619049226,0.03225806451612989,1.0,1.0,0.016949152542371948,-0.9999999999999999,0.2621870882740449,-0.112582781456954,-0.06904231625835067,-1.0,-1.0
-0.07936507936507908,-0.06451612903225801,1.0,1.0,-0.08474576271186685,-0.9999999999999999,0.2621870882740449,0.0066225165562912025,0.042316258351892344,-1.0,-1.0
