pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,sum_pressure,target_pressure,flow,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency
0.75,0.6444444444444493,-1.0,-1.0,0.8181818181818166,-1.0,-0.4012944983818767,-0.7595818815331015,-0.45823927765237116,1.0,-1.0
0.3000000000000007,0.37777777777778,-1.0,-1.0,0.8181818181818166,-1.0,-0.4012944983818767,-0.1498257839721262,-0.48081264108352073,1.0,-1.0
1.0,0.7333333333333378,-1.0,-1.0,1.0,-1.0,-0.4012944983818767,-0.4773519163763069,-0.5711060948081297,1.0,-1.0
0.6999999999999993,0.37777777777778,-1.0,-1.0,0.6818181818181799,-1.0,-0.4012944983818767,-0.5226480836236949,-0.7652370203160288,1.0,-1.0
0.5500000000000007,0.20000000000000284,-1.0,-1.0,0.5454545454545432,-1.0,-0.4012944983818767,-0.4181184668989566,-0.7516930022573369,1.0,-1.0
0.6500000000000021,0.3333333333333357,-1.0,-1.0,0.6363636363636367,-1.0,-0.4012944983818767,-0.526132404181185,-0.6884875846501153,1.0,-1.0
0.6000000000000014,0.2888888888888914,-1.0,-1.0,0.5909090909090899,-1.0,-0.4012944983818767,-0.592334494773521,-0.7200902934537261,1.0,-1.0
0.5,0.24444444444444713,-1.0,-1.0,0.5454545454545432,-1.0,-0.4012944983818767,-0.5749128919860631,-0.7200902934537261,1.0,-1.0
0.5500000000000007,0.20000000000000284,-1.0,-1.0,0.5454545454545432,-1.0,-0.4012944983818767,-0.6376306620209071,-0.7246049661399532,1.0,-1.0
0.5,0.24444444444444713,-1.0,-1.0,0.5,-1.0,-0.4012944983818767,-0.6620209059233453,-0.738148984198645,1.0,-1.0
0.4499999999999993,0.15555555555555856,-1.0,-1.0,0.45454545454545325,-1.0,-0.4012944983818767,-0.655052264808365,-0.7562076749435676,1.0,-1.0
0.5,0.15555555555555856,-1.0,-1.0,0.45454545454545325,-1.0,-0.4012944983818767,-0.6411149825783973,-0.7607223476297946,1.0,-1.0
0.4499999999999993,0.15555555555555856,-1.0,-1.0,0.5,-1.0,-0.4012944983818767,-0.6759581881533112,-0.7607223476297946,1.0,-1.0
0.4499999999999993,0.20000000000000284,-1.0,-1.0,0.45454545454545325,-1.0,-0.4012944983818767,-0.6933797909407691,-0.7742663656884865,1.0,-1.0
0.4499999999999993,0.20000000000000284,-1.0,-1.0,0.5,-1.0,-0.4012944983818767,-0.7073170731707332,-0.7742663656884865,1.0,-1.0
0.4499999999999993,0.15555555555555856,-1.0,-1.0,0.45454545454545325,-1.0,-0.4012944983818767,-0.7491289198606275,-0.8013544018058703,1.0,-1.0
0.40000000000000213,0.11111111111111427,-1.0,-1.0,0.45454545454545325,-1.0,-0.4012944983818767,-0.7003484320557494,-0.810383747178328,1.0,-1.0
0.40000000000000213,0.15555555555555856,-1.0,-1.0,0.5,-1.0,-0.4012944983818767,-0.7317073170731732,-0.8058690744921009,1.0,-1.0
0.4499999999999993,0.15555555555555856,-1.0,-1.0,0.45454545454545325,-1.0,-0.4012944983818767,-0.7839721254355414,-0.8374717832957117,1.0,-1.0
0.3500000000000014,0.11111111111111427,-1.0,-1.0,0.4090909090909065,-1.0,-0.4012944983818767,-0.7665505226480853,-0.8735891647855532,1.0,-1.0
0.25,0.022222222222225696,-1.0,-1.0,0.9545454545454533,-1.0,-0.4012944983818767,-1.0,-0.8826185101580144,1.0,-1.0
0.25,0.022222222222225696,-1.0,-1.0,0.09090909090908994,-1.0,-0.4012944983818767,-0.8153310104529616,-1.0,1.0,-1.0
0.40000000000000213,0.022222222222225696,1.0,-1.0,0.4090909090909065,-1.0,-0.4012944983818767,-0.5435540069686429,-0.8826185101580144,1.0,-1.0
0.6000000000000014,0.20000000000000284,1.0,-1.0,0.45454545454545325,-1.0,-0.4012944983818767,-0.9477351916376318,-0.828442437923254,1.0,-1.0
0.25,0.11111111111111427,1.0,-1.0,0.4090909090909065,-1.0,-0.4012944983818767,-0.8048780487804894,-0.8690744920993225,1.0,-1.0
0.3500000000000014,0.022222222222225696,1.0,1.0,0.31818181818181657,-1.0,-0.4012944983818767,-0.6864111498257852,-0.8419864559819388,1.0,-1.0
0.5,0.20000000000000284,-1.0,1.0,0.5,-1.0,-0.4012944983818767,-0.7386759581881535,-0.8374717832957117,1.0,-1.0
0.3500000000000014,0.06666666666666998,-1.0,1.0,0.3636363636363633,-1.0,-0.4012944983818767,-0.8466898954703854,-0.905191873589164,1.0,-1.0
